feature-1 ,feature-2 ,feature-3 ,feature-4 ,feature-5 ,feature-6 ,class 
0.00000000, 3.00000000, 1.00000000, 170.66486140, 1.76860186, 7245.33719219, class-3
0.00000000, 4.00000000, 2.00000000, 188.71886140, 1.97443650, 10852.68011351, class-3
0.00000000, 4.00000000, 2.00000000, 183.29486140, 2.00509307, 10691.51628673, class-3
0.00000000, 4.00000000, 2.00000000, 163.97486140, 1.74459522, 7053.13552514, class-3
0.00000000, 3.00000000, 1.00000000, 193.01086140, 1.91072771, 11054.80295487, class-3
0.00000000, 3.00000000, 1.00000000, 165.08286140, 1.64338487, 8263.71586073, class-3
0.00000000, 2.00000000, 0.00000000, 181.97086140, 1.98613465, 8527.39838449, class-3
0.00000000, 3.00000000, 1.00000000, 187.36286140, 2.07630464, 11248.09034878, class-3
0.00000000, 3.00000000, 1.00000000, 184.23686140, 1.85261096, 9926.68498876, class-3
0.00000000, 3.00000000, 1.00000000, 178.22486140, 1.94089523, 9466.05654668, class-3
0.00000000, 4.00000000, 2.00000000, 202.67086140, 2.00512342, 11249.85636477, class-3
0.00000000, 3.00000000, 1.00000000, 165.49686140, 1.88716172, 8692.21883039, class-3
0.00000000, 3.00000000, 1.00000000, 192.84586140, 2.04018989, 11367.29873417, class-3
0.00000000, 3.00000000, 1.00000000, 174.86686140, 1.87656477, 8755.62620081, class-3
0.00000000, 2.00000000, 0.00000000, 192.63086140, 1.87939383, 11076.02649650, class-3
0.00000000, 3.00000000, 1.00000000, 192.20886140, 1.94018417, 11319.72949579, class-3
0.00000000, 3.00000000, 1.00000000, 175.70186140, 1.87470459, 7955.09645503, class-3
0.00000000, 4.00000000, 2.00000000, 179.70486140, 1.86986918, 9534.49310992, class-3
0.00000000, 3.00000000, 1.00000000, 158.07886140, 1.75314052, 6033.59527920, class-3
0.00000000, 4.00000000, 2.00000000, 152.76086140, 1.72510237, 6333.39522651, class-3
0.00000000, 3.00000000, 1.00000000, 183.15286140, 1.99307728, 9901.10829177, class-3
0.00000000, 4.00000000, 2.00000000, 183.31086140, 1.93253227, 9301.73527373, class-3
0.00000000, 3.00000000, 1.00000000, 156.01986140, 1.94130332, 8434.74103208, class-3
0.00000000, 3.00000000, 1.00000000, 203.46486140, 2.24609383, 12199.94087135, class-3
0.00000000, 3.00000000, 1.00000000, 210.37086140, 2.23188054, 15242.06518384, class-3
0.00000000, 3.00000000, 1.00000000, 179.02686140, 1.84902955, 8527.50697573, class-3
0.00000000, 3.00000000, 1.00000000, 153.42286140, 1.63001120, 5676.85666709, class-3
0.00000000, 3.00000000, 1.00000000, 178.71286140, 1.80510960, 9524.78281074, class-3
0.00000000, 3.00000000, 1.00000000, 207.67486140, 2.30139674, 14634.75337433, class-3
0.00000000, 3.00000000, 1.00000000, 209.57686140, 2.13611198, 15203.10524535, class-3
0.00000000, 3.00000000, 1.00000000, 188.25686140, 2.05014521, 10306.11730907, class-3
0.00000000, 3.00000000, 1.00000000, 164.91886140, 1.72662127, 8540.31583885, class-3
0.00000000, 4.00000000, 2.00000000, 182.50886140, 1.96569877, 9698.37611408, class-3
0.00000000, 4.00000000, 2.00000000, 184.62486140, 1.75169753, 9678.07913142, class-3
0.00000000, 3.00000000, 1.00000000, 176.29886140, 1.84703690, 9528.44766345, class-3
0.00000000, 3.00000000, 1.00000000, 172.93286140, 2.00329658, 10281.39819964, class-3
0.00000000, 4.00000000, 2.00000000, 191.39886140, 2.07971809, 11453.37389317, class-3
0.00000000, 3.00000000, 1.00000000, 175.36286140, 1.82967521, 9222.73646886, class-3
0.00000000, 4.00000000, 2.00000000, 193.84686140, 1.97449555, 10159.92381786, class-3
0.00000000, 3.00000000, 1.00000000, 200.41286140, 2.24708138, 13358.62187728, class-3
0.00000000, 3.00000000, 1.00000000, 206.64086140, 2.15601900, 12907.01105402, class-3
0.00000000, 3.00000000, 1.00000000, 193.59086140, 1.92001959, 11953.47810793, class-3
0.00000000, 2.00000000, 0.00000000, 170.61486140, 1.95836418, 8276.33940945, class-3
0.00000000, 3.00000000, 1.00000000, 195.39286140, 2.03034583, 11234.78105944, class-3
0.00000000, 3.00000000, 1.00000000, 174.30486140, 1.71710812, 9232.87364222, class-3
0.00000000, 3.00000000, 1.00000000, 171.26886140, 1.82479663, 7661.91110379, class-3
0.00000000, 3.00000000, 1.00000000, 190.31486140, 2.02339858, 10211.82435260, class-3
0.00000000, 2.00000000, 0.00000000, 182.15286140, 1.94912038, 10137.65591027, class-3
0.00000000, 3.00000000, 1.00000000, 183.88086140, 1.94946287, 10131.45146871, class-3
0.00000000, 3.00000000, 1.00000000, 146.88886140, 1.81362996, 6882.78634910, class-3
0.00000000, 2.00000000, 0.00000000, 189.45486140, 1.97266251, 10830.31207980, class-3
0.00000000, 3.00000000, 1.00000000, 174.79286140, 2.00300691, 10477.24133759, class-3
0.00000000, 2.00000000, 0.00000000, 179.51486140, 1.92644428, 9187.86671976, class-3
0.00000000, 3.00000000, 1.00000000, 188.16486140, 2.05067195, 10296.85211481, class-3
0.00000000, 2.00000000, 0.00000000, 151.38686140, 1.63169119, 5850.60558915, class-3
0.00000000, 3.00000000, 1.00000000, 179.20086140, 1.90659082, 8873.64522373, class-3
0.00000000, 3.00000000, 1.00000000, 188.83486140, 1.94641899, 10856.93209874, class-3
0.00000000, 2.00000000, 0.00000000, 169.58986140, 1.77308381, 7537.66165576, class-3
0.00000000, 3.00000000, 1.00000000, 174.30486140, 1.92419011, 9046.52124105, class-3
0.00000000, 3.00000000, 1.00000000, 190.20886140, 1.99139542, 11393.36727149, class-3
0.00000000, 3.00000000, 1.00000000, 184.81486140, 1.94567248, 10767.47203211, class-3
0.00000000, 3.00000000, 1.00000000, 198.99886140, 2.14800510, 12700.22835718, class-3
0.00000000, 3.00000000, 1.00000000, 175.30486140, 1.88126512, 7975.41742074, class-3
0.00000000, 3.00000000, 1.00000000, 185.87486140, 1.89452936, 10458.02847284, class-3
0.00000000, 3.00000000, 1.00000000, 159.79886140, 1.78607229, 7304.18294096, class-3
0.00000000, 3.00000000, 1.00000000, 202.39786140, 2.19923196, 14817.29038648, class-3
0.00000000, 3.00000000, 1.00000000, 184.01286140, 1.99798103, 10937.02787511, class-3
0.00000000, 3.00000000, 1.00000000, 166.70486140, 1.83050688, 8052.60160884, class-3
0.00000000, 3.00000000, 1.00000000, 187.04886140, 2.02197872, 11459.15405952, class-3
0.00000000, 3.00000000, 1.00000000, 172.47686140, 1.93385565, 10063.71272760, class-3
0.00000000, 3.00000000, 1.00000000, 206.71486140, 2.06555902, 12370.02333145, class-3
0.00000000, 3.00000000, 1.00000000, 160.76686140, 1.79830372, 8207.87130629, class-3
0.00000000, 2.00000000, 0.00000000, 180.04286140, 1.97846452, 8943.06283038, class-3
0.00000000, 3.00000000, 1.00000000, 185.65086140, 1.99373527, 10466.95006045, class-3
0.00000000, 3.00000000, 1.00000000, 167.88686140, 1.83516308, 8525.26540605, class-3
0.00000000, 3.00000000, 1.00000000, 198.52686140, 1.94507826, 11782.60371061, class-3
0.00000000, 3.00000000, 1.00000000, 180.15886140, 1.94322302, 9071.04005380, class-3
0.00000000, 3.00000000, 1.00000000, 202.30686140, 2.10935725, 13632.60453718, class-3
0.00000000, 4.00000000, 2.00000000, 169.59886140, 1.72750900, 8910.36955052, class-3
0.00000000, 4.00000000, 2.00000000, 175.97486140, 1.89119403, 9061.17502745, class-3
0.00000000, 4.00000000, 2.00000000, 180.92886140, 1.74244579, 10463.68110671, class-3
0.00000000, 4.00000000, 2.00000000, 185.99086140, 1.96766823, 9959.27839390, class-3
0.00000000, 3.00000000, 1.00000000, 178.52286140, 1.95583468, 8373.78302260, class-3
0.00000000, 2.00000000, 0.00000000, 176.04086140, 1.77019531, 7356.22593265, class-3
0.00000000, 2.00000000, 0.00000000, 161.71686140, 1.59504786, 6200.32266530, class-3
0.00000000, 4.00000000, 2.00000000, 211.36286140, 2.20227607, 15845.42042440, class-3
0.00000000, 3.00000000, 1.00000000, 217.85486140, 2.37424167, 16356.14743872, class-3
0.00000000, 2.00000000, 0.00000000, 148.98886140, 1.72013172, 6202.22160239, class-3
0.00000000, 4.00000000, 2.00000000, 180.58086140, 1.96655242, 9788.18862880, class-3
0.00000000, 3.00000000, 1.00000000, 195.11286140, 2.02606225, 12050.60948504, class-3
0.00000000, 3.00000000, 1.00000000, 191.52286140, 2.13396197, 10939.17494133, class-3
0.00000000, 3.00000000, 1.00000000, 190.34886140, 2.19032276, 10871.54538053, class-3
0.00000000, 3.00000000, 1.00000000, 158.64086140, 1.70243721, 6889.13315418, class-3
0.00000000, 3.00000000, 1.00000000, 181.89686140, 1.89655190, 9601.78494553, class-3
0.00000000, 3.00000000, 1.00000000, 193.97886140, 1.97326905, 10038.94865633, class-3
0.00000000, 3.00000000, 1.00000000, 185.17186140, 2.01654910, 10421.04733427, class-3
0.00000000, 3.00000000, 1.00000000, 155.16686140, 1.76792487, 7200.17474359, class-3
0.00000000, 3.00000000, 1.00000000, 180.82886140, 1.86017539, 9153.84466241, class-3
0.00000000, 3.00000000, 1.00000000, 161.73286140, 1.75088834, 8265.00357382, class-4
0.00000000, 3.00000000, 1.00000000, 175.42786140, 1.94855998, 9886.84837963, class-4
0.00000000, 3.00000000, 1.00000000, 159.62486140, 1.87622258, 7075.75141436, class-4
0.00000000, 3.00000000, 1.00000000, 170.13686140, 1.94324951, 8860.47527332, class-4
0.00000000, 3.00000000, 1.00000000, 154.53686140, 1.68042689, 7140.10054526, class-4
0.00000000, 4.00000000, 1.00000000, 154.99286140, 1.77318878, 7537.86346495, class-4
0.00000000, 4.00000000, 2.00000000, 155.62886140, 1.79829973, 7490.57478418, class-4
0.00000000, 4.00000000, 2.00000000, 160.05486140, 1.86834689, 9065.88240283, class-4
0.00000000, 3.00000000, 1.00000000, 146.35086140, 1.69251243, 7045.28570481, class-4
0.00000000, 3.00000000, 1.00000000, 152.86686140, 1.79523171, 6631.01559274, class-4
0.00000000, 2.00000000, 0.00000000, 162.62686140, 1.72291650, 7025.18058338, class-4
0.00000000, 2.00000000, 0.00000000, 145.81286140, 1.62975073, 5873.68801386, class-4
0.00000000, 3.00000000, 1.00000000, 162.16286140, 1.83865879, 9115.76782412, class-4
0.00000000, 3.00000000, 1.00000000, 174.34686140, 1.82784733, 9602.32266310, class-4
0.00000000, 3.00000000, 1.00000000, 162.49486140, 1.72639489, 8058.97657998, class-4
0.00000000, 3.00000000, 1.00000000, 152.16486140, 1.77776833, 8090.03082449, class-4
0.00000000, 3.00000000, 1.00000000, 149.91486140, 1.69025640, 6906.86910031, class-4
0.00000000, 2.00000000, 0.00000000, 152.12286140, 1.77121183, 6661.76228821, class-4
0.00000000, 2.00000000, 0.00000000, 168.20086140, 1.80764720, 8384.33337408, class-4
0.00000000, 3.00000000, 1.00000000, 164.12286140, 1.72543221, 8533.38108543, class-4
0.00000000, 3.00000000, 1.00000000, 158.91286140, 1.74099431, 7359.52750606, class-4
0.00000000, 3.00000000, 1.00000000, 156.90286140, 1.75370369, 7847.20144767, class-4
0.00000000, 3.00000000, 1.00000000, 151.88286140, 1.69892920, 6699.96983825, class-4
0.00000000, 3.00000000, 1.00000000, 162.34586140, 1.74093775, 8835.07900580, class-4
0.00000000, 2.00000000, 0.00000000, 158.41686140, 1.74746143, 7458.45900212, class-4
0.00000000, 3.00000000, 1.00000000, 155.24886140, 1.75039605, 6838.15357390, class-4
0.00000000, 3.00000000, 1.00000000, 162.72486140, 1.82740285, 9359.88244691, class-4
0.00000000, 2.00000000, 0.00000000, 155.19286140, 1.74836876, 6225.59989478, class-4
0.00000000, 3.00000000, 1.00000000, 141.14886140, 1.56780697, 6003.00526087, class-4
0.00000000, 3.00000000, 1.00000000, 149.74086140, 1.71169645, 6359.74055470, class-4
0.00000000, 3.00000000, 1.00000000, 159.22686140, 1.85868151, 8155.17575303, class-4
0.00000000, 2.00000000, 0.00000000, 154.91886140, 1.77673099, 6394.65838259, class-4
0.00000000, 3.00000000, 1.00000000, 162.47686140, 1.83189013, 7243.71582159, class-4
0.00000000, 3.00000000, 1.00000000, 167.61286140, 1.96161757, 8222.61415622, class-4
0.00000000, 3.00000000, 1.00000000, 167.61286140, 1.87047531, 9006.57685569, class-4
0.00000000, 3.00000000, 1.00000000, 165.60286140, 1.90875195, 9296.39712504, class-4
0.00000000, 4.00000000, 2.00000000, 156.01886140, 1.67067678, 7963.75628134, class-4
0.00000000, 2.00000000, 0.00000000, 133.78886140, 1.33020044, 3193.35524586, class-4
0.00000000, 3.00000000, 1.00000000, 152.18886140, 1.75707690, 7573.70828693, class-4
0.00000000, 3.00000000, 1.00000000, 162.16286140, 1.70364395, 8031.62324464, class-4
0.00000000, 2.00000000, 0.00000000, 153.95886140, 1.68799348, 6349.39756779, class-4
0.00000000, 4.00000000, 2.00000000, 167.85286140, 1.76833376, 8463.83579573, class-4
0.00000000, 3.00000000, 1.00000000, 156.56486140, 1.59370801, 7486.87665627, class-4
0.00000000, 3.00000000, 1.00000000, 159.45886140, 1.69654766, 7908.00339705, class-4
0.00000000, 3.00000000, 1.00000000, 158.70686140, 1.67902039, 8574.68295226, class-4
0.00000000, 4.00000000, 2.00000000, 168.40686140, 1.90178998, 9563.35209864, class-4
0.00000000, 2.00000000, 0.00000000, 155.72086140, 1.75291979, 6811.65807908, class-4
0.00000000, 2.00000000, 0.00000000, 163.29686140, 1.88060367, 7781.64015149, class-4
0.00000000, 2.00000000, 0.00000000, 152.95886140, 1.75425217, 7027.38511048, class-4
0.00000000, 4.00000000, 2.00000000, 168.41486140, 1.86488962, 9126.64509546, class-4
0.00000000, 2.00000000, 0.00000000, 152.60486140, 1.82732984, 7040.54179101, class-4
0.00000000, 3.00000000, 1.00000000, 179.24086140, 1.95927310, 10298.70077143, class-4
0.00000000, 2.00000000, 0.00000000, 136.39286140, 1.36803896, 3387.76163148, class-4
0.00000000, 3.00000000, 1.00000000, 177.90886140, 1.96247338, 9006.60706368, class-4
0.00000000, 3.00000000, 1.00000000, 177.37186140, 1.95207773, 10193.53626548, class-4
0.00000000, 3.00000000, 1.00000000, 153.95086140, 1.76855486, 7029.15084607, class-4
0.00000000, 3.00000000, 1.00000000, 152.77686140, 1.69303193, 7281.13993918, class-4
0.00000000, 3.00000000, 1.00000000, 164.89286140, 1.80924005, 7835.67050126, class-4
0.00000000, 3.00000000, 1.00000000, 152.24686140, 1.73749199, 7674.50611607, class-4
0.00000000, 3.00000000, 1.00000000, 153.60286140, 1.76896300, 7176.36622421, class-4
0.00000000, 3.00000000, 1.00000000, 152.85086140, 1.78731651, 7950.14029821, class-4
0.00000000, 3.00000000, 1.00000000, 163.01486140, 1.89319898, 8200.81666235, class-4
0.00000000, 3.00000000, 1.00000000, 152.80886140, 1.70794504, 6332.25928752, class-4
0.00000000, 2.00000000, 0.00000000, 144.90286140, 1.55388539, 5890.61383193, class-4
0.00000000, 4.00000000, 1.00000000, 157.67286140, 1.76647456, 6775.26588918, class-4
0.00000000, 4.00000000, 2.00000000, 145.60686140, 1.69969300, 6961.11032834, class-4
0.00000000, 2.00000000, 0.00000000, 158.64886140, 1.71371990, 7364.01490889, class-4
0.00000000, 2.00000000, 0.00000000, 149.12886140, 1.67207177, 6858.85243118, class-4
0.00000000, 2.00000000, 0.00000000, 162.39486140, 1.75033858, 7507.13000038, class-4
0.00000000, 3.00000000, 1.00000000, 155.93486140, 1.68071084, 7086.93940095, class-4
0.00000000, 3.00000000, 1.00000000, 149.67586140, 1.73242169, 5827.96989315, class-4
0.00000000, 4.00000000, 2.00000000, 155.37286140, 1.69582878, 7497.89057100, class-4
0.00000000, 3.00000000, 1.00000000, 145.48186140, 1.65757688, 5967.15809076, class-4
0.00000000, 3.00000000, 1.00000000, 163.06486140, 1.73738651, 8403.62396801, class-4
0.00000000, 3.00000000, 1.00000000, 155.79486140, 1.69410633, 6382.72416538, class-4
0.00000000, 3.00000000, 1.00000000, 154.97686140, 1.82476097, 6841.24582786, class-4
0.00000000, 2.00000000, 0.00000000, 164.40486140, 1.80116276, 7544.11989085, class-4
0.00000000, 3.00000000, 1.00000000, 157.02686140, 1.66711926, 7316.13978168, class-4
0.00000000, 3.00000000, 1.00000000, 164.23886140, 1.82569430, 8714.93168067, class-4
0.00000000, 2.00000000, 0.00000000, 161.18686140, 1.72477443, 6760.36460757, class-4
0.00000000, 2.00000000, 0.00000000, 150.66086140, 1.76474320, 6041.30494492, class-4
0.00000000, 3.00000000, 1.00000000, 155.43086140, 1.64090416, 7442.47043847, class-4
0.00000000, 3.00000000, 1.00000000, 152.37086140, 1.67820523, 6924.09582833, class-4
0.00000000, 3.00000000, 1.00000000, 156.60486140, 1.79458484, 7836.86748431, class-4
0.00000000, 3.00000000, 1.00000000, 157.66486140, 1.69811823, 7705.12099673, class-4
0.00000000, 3.00000000, 1.00000000, 168.96086140, 1.83319150, 9456.09771976, class-4
0.00000000, 2.00000000, 0.00000000, 168.77086140, 1.78173630, 8563.05054549, class-4
0.00000000, 6.00000000, 2.00000000, 114.71886140, 1.46045826, 4695.09525811, class-4
0.00000000, 3.00000000, 1.00000000, 159.15286140, 1.80745268, 9255.02741174, class-4
0.00000000, 3.00000000, 1.00000000, 161.20486140, 1.79896525, 6392.07571344, class-4
0.00000000, 3.00000000, 1.00000000, 176.39486140, 1.88344649, 9628.85020876, class-4
0.00000000, 2.00000000, 0.00000000, 148.12886140, 1.62776627, 6230.01093150, class-4
0.00000000, 3.00000000, 1.00000000, 168.45686140, 1.79740185, 8899.88312117, class-4
0.00000000, 3.00000000, 1.00000000, 174.27886140, 1.98406363, 9116.31395407, class-4
0.00000000, 2.00000000, 0.00000000, 159.04486140, 1.70800904, 6636.69754428, class-4
0.00000000, 3.00000000, 1.00000000, 155.95286140, 1.64872574, 7043.90973115, class-4
0.00000000, 3.00000000, 1.00000000, 143.60486140, 1.57447299, 5483.12744176, class-4
0.00000000, 3.00000000, 1.00000000, 153.05686140, 1.62612270, 6476.26917055, class-4
0.00000000, 2.00000000, 0.00000000, 176.41286140, 1.89590120, 8599.26665274, class-4
0.00000000, 3.00000000, 1.00000000, 167.80286140, 1.85811283, 8587.88046053, class-4
0.00000000, 2.00000000, 0.00000000, 209.69086140, 2.09925077, 14252.11793566, class-5
0.00000000, 2.00000000, 0.00000000, 209.79886140, 2.05551632, 13672.51993000, class-5
0.00000000, 2.00000000, 0.00000000, 180.67986140, 2.06876172, 9746.83640521, class-5
0.00000000, 2.00000000, 0.00000000, 186.80886140, 1.94511154, 12189.99516565, class-5
0.00000000, 2.00000000, 0.00000000, 179.44886140, 1.85712599, 11172.93900744, class-5
0.00000000, 2.00000000, 0.00000000, 186.18886140, 2.11965206, 11926.49860138, class-5
0.00000000, 2.00000000, 0.00000000, 187.37886140, 2.08778921, 10873.17902565, class-5
0.00000000, 3.00000000, 1.00000000, 206.01086140, 2.14504870, 13672.78480308, class-5
0.00000000, 2.00000000, 0.00000000, 202.92686140, 1.96578800, 13519.38881995, class-5
0.00000000, 3.00000000, 1.00000000, 221.40986140, 2.25524821, 16320.75440096, class-5
0.00000000, 2.00000000, 0.00000000, 180.09286140, 2.03702507, 9605.46898370, class-5
0.00000000, 3.00000000, 1.00000000, 201.73686140, 2.12382195, 13774.17085242, class-5
0.00000000, 2.00000000, 0.00000000, 184.91486140, 1.93596978, 11989.41159130, class-5
0.00000000, 2.00000000, 0.00000000, 190.35486140, 1.99018455, 10787.27553586, class-5
0.00000000, 2.00000000, 0.00000000, 188.78586140, 1.83639684, 12341.95965937, class-5
0.00000000, 2.00000000, 0.00000000, 178.92686140, 2.07448242, 9820.56620270, class-5
0.00000000, 2.00000000, 0.00000000, 166.49086140, 1.63317496, 6421.12134914, class-5
0.00000000, 3.00000000, 1.00000000, 192.23286140, 1.95805559, 12567.19435663, class-5
0.00000000, 3.00000000, 1.00000000, 218.96286140, 2.30517184, 16695.46779172, class-5
0.00000000, 3.00000000, 1.00000000, 196.19486140, 2.06691739, 12622.76346060, class-5
0.00000000, 3.00000000, 1.00000000, 215.31486140, 2.16100379, 15196.92998964, class-5
0.00000000, 2.00000000, 0.00000000, 176.85886140, 1.88033644, 9021.52496132, class-5
0.00000000, 2.00000000, 0.00000000, 186.27886140, 1.76340537, 10085.42642577, class-5
0.00000000, 2.00000000, 0.00000000, 191.90286140, 2.23819842, 11197.45948873, class-5
0.00000000, 2.00000000, 0.00000000, 189.95086140, 2.15372878, 11182.27663238, class-5
0.00000000, 2.00000000, 0.00000000, 192.55686140, 1.92167826, 11324.82093234, class-5
0.00000000, 2.00000000, 0.00000000, 188.11486140, 1.83314224, 11088.03713939, class-5
0.00000000, 3.00000000, 1.00000000, 192.08486140, 2.13357714, 11188.26743756, class-5
0.00000000, 2.00000000, 0.00000000, 175.87486140, 1.99413020, 9390.63390828, class-5
0.00000000, 2.00000000, 0.00000000, 216.88686140, 2.15373142, 15639.27044716, class-5
0.00000000, 2.00000000, 0.00000000, 191.17486140, 2.06809934, 11354.15990550, class-5
0.00000000, 2.00000000, 0.00000000, 157.47486140, 1.85417344, 8127.98972280, class-5
0.00000000, 2.00000000, 0.00000000, 203.48086140, 1.96999349, 13239.52595029, class-5
0.00000000, 3.00000000, 1.00000000, 193.66486140, 1.90434653, 13225.58060665, class-5
0.00000000, 3.00000000, 1.00000000, 198.51086140, 2.00894863, 12215.26643467, class-5
0.00000000, 3.00000000, 1.00000000, 210.66086140, 2.18751350, 15847.07312158, class-5
0.00000000, 3.00000000, 1.00000000, 179.63686140, 1.81794197, 10675.40951168, class-5
0.00000000, 3.00000000, 1.00000000, 191.14286140, 2.03945705, 13029.40532406, class-5
0.00000000, 3.00000000, 1.00000000, 190.81086140, 2.15999308, 12616.40893775, class-5
0.00000000, 2.00000000, 0.00000000, 189.47086140, 2.16230470, 10536.85473618, class-5
0.00000000, 2.00000000, 0.00000000, 204.03486140, 1.98002690, 13630.70528952, class-5
0.00000000, 3.00000000, 1.00000000, 219.39286140, 2.21458342, 14739.10779581, class-5
0.00000000, 2.00000000, 0.00000000, 191.67086140, 2.08422034, 10765.33570354, class-5
0.00000000, 2.00000000, 0.00000000, 193.60686140, 2.09595004, 13252.18439739, class-5
0.00000000, 3.00000000, 1.00000000, 192.28286140, 1.98328371, 12149.88239172, class-5
0.00000000, 3.00000000, 1.00000000, 185.60886140, 1.83519227, 11030.04951660, class-5
0.00000000, 3.00000000, 1.00000000, 196.40186140, 2.01903189, 12940.92032898, class-5
0.00000000, 3.00000000, 1.00000000, 208.06986140, 2.10298181, 14814.88333754, class-5
0.00000000, 3.00000000, 1.00000000, 210.51886140, 2.07639239, 15091.80552571, class-5
0.00000000, 2.00000000, 0.00000000, 197.06286140, 1.87822579, 11408.92296336, class-5
0.00000000, 2.00000000, 0.00000000, 173.79086140, 2.00145753, 9241.17846025, class-5
0.00000000, 3.00000000, 1.00000000, 200.62886140, 2.00852955, 13305.85370984, class-5
0.00000000, 2.00000000, 0.00000000, 192.68886140, 1.89359925, 11999.51754010, class-5
0.00000000, 3.00000000, 1.00000000, 205.54086140, 2.12287209, 14013.70409297, class-5
0.00000000, 3.00000000, 1.00000000, 173.68286140, 1.66395848, 8841.96861598, class-5
0.00000000, 3.00000000, 1.00000000, 186.03886140, 1.80967565, 10115.29872417, class-5
0.00000000, 3.00000000, 1.00000000, 227.06886140, 2.30538785, 17080.82421909, class-5
0.00000000, 3.00000000, 1.00000000, 217.29086140, 2.13149233, 17242.28532849, class-5
0.00000000, 2.00000000, 0.00000000, 193.26886140, 2.01926442, 13516.47781569, class-5
0.00000000, 3.00000000, 1.00000000, 201.01686140, 2.10454999, 13094.21052200, class-5
0.00000000, 2.00000000, 0.00000000, 159.63386140, 1.78143368, 6340.38078721, class-5
0.00000000, 3.00000000, 1.00000000, 211.80086140, 2.09803323, 13733.63684657, class-5
0.00000000, 3.00000000, 1.00000000, 198.60086140, 2.01115404, 13512.77788000, class-5
0.00000000, 3.00000000, 1.00000000, 204.41686140, 2.03368535, 14748.10814068, class-5
0.00000000, 3.00000000, 1.00000000, 206.95486140, 2.06666105, 13778.03770377, class-5
0.00000000, 2.00000000, 0.00000000, 178.53886140, 1.86408795, 10124.72744022, class-5
0.00000000, 3.00000000, 1.00000000, 203.34886140, 2.00936118, 13495.20252804, class-5
0.00000000, 3.00000000, 1.00000000, 202.53886140, 2.11322015, 14753.54390410, class-5
0.00000000, 3.00000000, 1.00000000, 199.38886140, 2.22507950, 14037.38861021, class-5
0.00000000, 3.00000000, 1.00000000, 195.46686140, 1.94585482, 12046.50496769, class-5
0.00000000, 2.00000000, 0.00000000, 177.33086140, 1.83892295, 9223.04867640, class-5
0.00000000, 2.00000000, 0.00000000, 187.38686140, 2.11952729, 10299.71187568, class-5
0.00000000, 3.00000000, 1.00000000, 187.76886140, 1.95911510, 11744.77643167, class-5
0.00000000, 3.00000000, 1.00000000, 208.38486140, 2.05283625, 14716.93108522, class-5
0.00000000, 3.00000000, 1.00000000, 214.35586140, 2.08265170, 15228.18159088, class-5
0.00000000, 2.00000000, 0.00000000, 201.61286140, 2.01838054, 13667.14342639, class-5
0.00000000, 3.00000000, 1.00000000, 207.64886140, 2.20926066, 12900.52136111, class-5
0.00000000, 2.00000000, 0.00000000, 191.92886140, 2.00664092, 12731.33107864, class-5
0.00000000, 3.00000000, 1.00000000, 197.61086140, 2.24785515, 13660.70338627, class-5
0.00000000, 2.00000000, 0.00000000, 210.80886140, 2.19202258, 13242.93769690, class-5
0.00000000, 3.00000000, 1.00000000, 190.07486140, 1.93860368, 11141.53735440, class-5
0.00000000, 3.00000000, 1.00000000, 213.37086140, 2.19932428, 14820.64460720, class-5
0.00000000, 2.00000000, 0.00000000, 170.66486140, 1.86974515, 7974.71243016, class-5
0.00000000, 3.00000000, 1.00000000, 198.02286140, 1.94014029, 12364.96594523, class-5
0.00000000, 3.00000000, 1.00000000, 197.77486140, 2.15862859, 12291.34913971, class-5
0.00000000, 3.00000000, 1.00000000, 186.24686140, 1.96211498, 11315.08863606, class-5
0.00000000, 3.00000000, 1.00000000, 214.35586140, 2.08265170, 15228.18159088, class-5
0.00000000, 2.00000000, 0.00000000, 181.14286140, 1.95669937, 10845.71837331, class-5
0.00000000, 2.00000000, 0.00000000, 208.36886140, 2.16518068, 14598.33255063, class-5
0.00000000, 2.00000000, 0.00000000, 181.08486140, 1.84691324, 9637.59388761, class-5
0.00000000, 3.00000000, 1.00000000, 207.26086140, 2.00658944, 14217.78815210, class-5
0.00000000, 3.00000000, 1.00000000, 216.59686140, 2.14554091, 15700.48819764, class-5
0.00000000, 3.00000000, 1.00000000, 181.55886140, 1.99059782, 11738.89288810, class-5
0.00000000, 3.00000000, 1.00000000, 179.48086140, 1.86626927, 10479.96941384, class-5
0.00000000, 2.00000000, 0.00000000, 190.66986140, 1.83199163, 10589.77472553, class-5
0.00000000, 2.00000000, 0.00000000, 181.19286140, 1.88792251, 9893.58091093, class-5
0.00000000, 3.00000000, 1.00000000, 196.75686140, 1.96852706, 11902.35644751, class-5
0.00000000, 3.00000000, 1.00000000, 176.23886140, 2.03134334, 9681.48950152, class-5
0.00000000, 3.00000000, 1.00000000, 201.03286140, 2.11788583, 12879.36796698, class-5
0.00000000, 3.00000000, 1.00000000, 206.59886140, 2.02416414, 14745.69674039, class-5
1.00000000, 1.00000000, 1.00000000, 144.99486140, 1.58493175, 4479.01038962, class-6
1.00000000, 1.00000000, 1.00000000, 159.51686140, 1.50836574, 5529.82243893, class-6
1.00000000, 1.00000000, 1.00000000, 133.81286140, 1.55537559, 3787.03556031, class-6
1.00000000, 1.00000000, 1.00000000, 137.37686140, 1.47853051, 3882.01046533, class-6
1.00000000, 1.00000000, 1.00000000, 140.18886140, 1.49046660, 3541.76662179, class-6
